model_id,public_name,paper_role,architecture,checkpoint_filename,size_bytes,sha256,generation_routes,zenodo_archive,zenodo_doi
SG123_1a_1d,UFO-MGen MP20 per-space-group specialist (SG123_1a_1d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG123_1a_1d.pt,2195671,b2df5369223a3317ad0b2afb6dd1393e521a6d2c573d5fce6b3280f51a9d1ae4,SG123_1a_1d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG127_2a_4g_4h,UFO-MGen MP20 per-space-group specialist (SG127_2a_4g_4h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG127_2a_4g_4h.pt,2198295,20fb074b8c37239b7b9c1d84eef07803da84e0f667316395a930650cb2e2deaf,SG127_2a_4g_4h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG129_2a_2b_4c,UFO-MGen MP20 per-space-group specialist (SG129_2a_2b_4c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG129_2a_2b_4c.pt,2199319,c47f0767568ec15f4409e6c9e5287e949e2fab2f3f47479669c3131550cf7208,SG129_2a_2b_4c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG129_2a_2b_6c,UFO-MGen MP20 per-space-group specialist (SG129_2a_2b_6c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG129_2a_2b_6c.pt,2200407,cb084272afc37e67293415e489bb1a7910f3938354d4f0698c1d882e2f80f0e3,SG129_2a_2b_6c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG129_2a_4c,UFO-MGen MP20 per-space-group specialist (SG129_2a_4c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG129_2a_4c.pt,2198295,5a1d7346d91ad20c9d3f3443d58331a90672eb8a80c6a6901f349272e751b917,SG129_2a_4c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG12_10i,UFO-MGen MP20 per-space-group specialist (SG12_10i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG12_10i.pt,2201943,fa5d8ba88c3a778fff951e7b0f7fb6af19b612e17b8f36b2959ca98ca48cc040,SG12_10i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG12_12i,UFO-MGen MP20 per-space-group specialist (SG12_12i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG12_12i.pt,2202967,db49642b60af0ff74d9daf94e7bc7f2a9eb4e5b40aeabd2367ba280f3d2a48df,SG12_12i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG12_1a_1b_1c_1d_2e_2f_4i_4j,UFO-MGen MP20 per-space-group specialist (SG12_1a_1b_1c_1d_2e_2f_4i_4j),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG12_1a_1b_1c_1d_2e_2f_4i_4j.pt,2207575,efdaec0bddd9536958774966fa65c92a48da056876cec285ef308c5a53c753c0,SG12_1a_1b_1c_1d_2e_2f_4i_4j,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG12_1a_6i,UFO-MGen MP20 per-space-group specialist (SG12_1a_6i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG12_1a_6i.pt,2200919,7796a1c66d3f7cfa6900fcee146818421cc5e9a0fab948557a32582002013f3c,SG12_1a_6i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG12_6i,UFO-MGen MP20 per-space-group specialist (SG12_6i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG12_6i.pt,2199831,5728559618cc0ffb15b14b2b0ee47b467609760c859e082d6ba7d4b525ba4be5,SG12_6i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG136_2a_4f,UFO-MGen MP20 per-space-group specialist (SG136_2a_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG136_2a_4f.pt,2197271,0425ede8c8f727180437fbaa9d52732009be899c6c7a53a549c548e5e1ac0eba,SG136_2a_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_1a_1b_2d,UFO-MGen MP20 per-space-group specialist (SG139_1a_1b_2d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_1a_1b_2d.pt,2196695,66755abb3f10aefbe93ec9dcc1f19c3e098f452c25892f4af41b10ae58799650,SG139_1a_1b_2d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_1a_2c_4e,UFO-MGen MP20 per-space-group specialist (SG139_1a_2c_4e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_1a_2c_4e.pt,2199319,2676d4eaac46c234af18df309a119253bc9c89472c51867f50a52092c94ffef7,SG139_1a_2c_4e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_1a_2d_2e,UFO-MGen MP20 per-space-group specialist (SG139_1a_2d_2e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_1a_2d_2e.pt,4195671,d0a6bc3918f70b39c1ae9cd6c38840482c1cbfb38d01d5218628140049706683,SG139_1a_2d_2e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_1a_2e,UFO-MGen MP20 per-space-group specialist (SG139_1a_2e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_1a_2e.pt,2197271,fe8dfbc0074a09744e553c5be1ccb8ce08145fcde7df555689a4755190c799f8,SG139_1a_2e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_1a_4f_4i_4j,UFO-MGen MP20 per-space-group specialist (SG139_1a_4f_4i_4j),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_1a_4f_4i_4j.pt,2199319,8d08cc32b25ec7b08fef405e70e4ab8725c0927dc0e9cb897be20f9d6c3f2eef,SG139_1a_4f_4i_4j,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG139_2c_4e,UFO-MGen MP20 per-space-group specialist (SG139_2c_4e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG139_2c_4e.pt,2198295,e6e42fa0139534d9c2be09d4106a6d313dcf9b36b9ea87cc2c141f3bc3d0eba5,SG139_2c_4e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG140_2a_2b_2c_4h_8l,UFO-MGen MP20 per-space-group specialist (SG140_2a_2b_2c_4h_8l),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG140_2a_2b_2c_4h_8l.pt,2201943,33cf521b49f09c71dc698cc31fe23db7070b1c2bd0dd5e81e3ca182d84956e60,SG140_2a_2b_2c_4h_8l,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG140_2a_2c_4h_8l,UFO-MGen MP20 per-space-group specialist (SG140_2a_2c_4h_8l),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG140_2a_2c_4h_8l.pt,2200919,cce7ae2b130ab397a8b8ac8f50e7e0bb3bbdb750cddd6715904ca396ac102aa7,SG140_2a_2c_4h_8l,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG140_2a_4h,UFO-MGen MP20 per-space-group specialist (SG140_2a_4h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG140_2a_4h.pt,2197271,1665792174e944589a33fb9276e9665f93628d9508e3a35158fa4b502321d2f8,SG140_2a_4h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG141_2a_2b_4e,UFO-MGen MP20 per-space-group specialist (SG141_2a_2b_4e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG141_2a_2b_4e.pt,2198295,0e6c04e0e5f51fb5ecd2f76137bb2b6697ee9114bde41eccece399aed09735a6,SG141_2a_2b_4e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG141_2a_2b_8h,UFO-MGen MP20 per-space-group specialist (SG141_2a_2b_8h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG141_2a_2b_8h.pt,2199895,b52548cf175482f15f43f8687debbabbd26282dd09cd1e0b997f271057fb2e81,SG141_2a_2b_8h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_1b_2c_6f,UFO-MGen MP20 per-space-group specialist (SG148_1a_1b_2c_6f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG148_1a_1b_2c_6f.pt,2202455,ae70b6af59041969192412a8a8ce08cb0e90f41b2d800a7037ef2665204d1d0e,SG148_1a_1b_2c_6f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_1b_2c_6f_resweep,UFO-MGen MP20 per-space-group specialist (SG148_1a_1b_2c_6f_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG148_1a_1b_2c_6f_resweep.pt,2202519,e8338e1418a89c90344b24d0e710d1c280cca239279ee740706a2d6e813f82ff,SG148_1a_1b_2c_6f_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_1b_6f,UFO-MGen MP20 per-space-group specialist (SG148_1a_1b_6f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG148_1a_1b_6f.pt,2201431,560ab8e74fbb928691c7bb240c7ca27144923b4ef3a68a89bfc66705c6022522,SG148_1a_1b_6f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_1b_6f_resweep,UFO-MGen MP20 per-space-group specialist (SG148_1a_1b_6f_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG148_1a_1b_6f_resweep.pt,2201495,348163220454b13ed503d66cc048ce3d828683b7732e196c07ea2cc6267cb703,SG148_1a_1b_6f_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_2c_12f,UFO-MGen MP20 per-space-group specialist (SG148_1a_2c_12f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG148_1a_2c_12f.pt,2202455,9030c97801ddef3516bf8145af8d83f40fcce461cdcb256b8427046a2b4b0879,SG148_1a_2c_12f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_1a_2c_12f_resweep,UFO-MGen MP20 per-space-group specialist (SG148_1a_2c_12f_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG148_1a_2c_12f_resweep.pt,2202519,fb8531d62e5f78a6c10537aa8a363195cb8a0eac1f85552da8808bed486bb848,SG148_1a_2c_12f_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_4c_6f,UFO-MGen MP20 per-space-group specialist (SG148_4c_6f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG148_4c_6f.pt,2201431,8404afac7c67c36769938f3151d52d1cefe788a1108c374e23d5074dcaa7c229,SG148_4c_6f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG148_4c_6f_resweep,UFO-MGen MP20 per-space-group specialist (SG148_4c_6f_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG148_4c_6f_resweep.pt,2201495,3f38364e892ffdc9341e4bace3d02fcc82b3035c18dcc76ece52a3ec1fa752a0,SG148_4c_6f_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG14_12e,UFO-MGen MP20 per-space-group specialist (SG14_12e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG14_12e.pt,2201367,315ed91ee21796e33f287d41c40182667337f7514b5fa328c9166cd0c1afb25e,SG14_12e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG14_16e,UFO-MGen MP20 per-space-group specialist (SG14_16e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG14_16e.pt,2202455,a34b3dc92a3b8b372a20bfe445f28de8767ce109adf9831064782bd9b1e1f26e,SG14_16e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG14_20e,UFO-MGen MP20 per-space-group specialist (SG14_20e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG14_20e.pt,2203479,1203f43898580f0c966c4d6fa53e86a95733a82a0e351a5dd03962064574e6eb,SG14_20e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG14_2a_2d_16e,UFO-MGen MP20 per-space-group specialist (SG14_2a_2d_16e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG14_2a_2d_16e.pt,2204503,02142bea3d57b0f3bb2a0f2f8c713a51226f8d6ddc33d9ba67334a75e06f41c6,SG14_2a_2d_16e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG14_2b_2c_16e,UFO-MGen MP20 per-space-group specialist (SG14_2b_2c_16e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG14_2b_2c_16e.pt,2204503,14fdd9a07ec1dc619e0a261ab853153a3e71a409a24f6e5bb8efa1a41844cee3,SG14_2b_2c_16e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG156_6a_6b,UFO-MGen MP20 per-space-group specialist (SG156_6a_6b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG156_6a_6b.pt,2207575,39964fc65474013e9258b1cac55816e0ea22a442b7e4fe7f0a609261c7b11cde,SG156_6a_6b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG156_6a_6b_resweep,UFO-MGen MP20 per-space-group specialist (SG156_6a_6b_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG156_6a_6b_resweep.pt,2207639,e72b601f690aec772cf8a4b534e842160070428b7605abafb84653530ec1c4a9,SG156_6a_6b_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG156_6b_6c,UFO-MGen MP20 per-space-group specialist (SG156_6b_6c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG156_6b_6c.pt,2207575,61b226130efc8189475f40089c3a9d2be06f37edcdf314c5fb5091e81ea340c8,SG156_6b_6c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG156_6b_6c_resweep,UFO-MGen MP20 per-space-group specialist (SG156_6b_6c_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG156_6b_6c_resweep.pt,2207639,113227354978a838662d5b82d881f8d335b69fc7f49d5d02f92f32f919f152c3,SG156_6b_6c_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG15_2e_12f,UFO-MGen MP20 per-space-group specialist (SG15_2e_12f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG15_2e_12f.pt,2202455,b352218d4e0a2b1aed86d1bcaf9648b41f137349544db00a0e8eccd38556f2e8,SG15_2e_12f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG15_2e_16f,UFO-MGen MP20 per-space-group specialist (SG15_2e_16f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG15_2e_16f.pt,2203479,cc3ff9a41d71d61706e230f1630cdc05adfe07331aea0c4a22c28ffd52e0affe,SG15_2e_16f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG15_4e_16f,UFO-MGen MP20 per-space-group specialist (SG15_4e_16f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG15_4e_16f.pt,2204503,5f66219a479648314f71370bea5631f30cf92aec5eaa8fdb13b36edfd699974d,SG15_4e_16f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG15_4e_8f,UFO-MGen MP20 per-space-group specialist (SG15_4e_8f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG15_4e_8f.pt,2202455,8220f431b45152aeb75408dcbffa984b5b14299c4505a4013db112ef2fe518c1,SG15_4e_8f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG160_4a,UFO-MGen MP20 per-space-group specialist (SG160_4a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG160_4a.pt,2199319,087aeacce874c5be0624bae3d9535bba524bf3d2ab7667bb715801fb94203d56,SG160_4a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG160_4a_resweep,UFO-MGen MP20 per-space-group specialist (SG160_4a_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG160_4a_resweep.pt,2199447,7b2537fe94cb44d578ace77cd3c8aa8d48e218989098f983f9d6b02300814d95,SG160_4a_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG161_4a_6b,UFO-MGen MP20 per-space-group specialist (SG161_4a_6b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG161_4a_6b.pt,2201431,411ec36e446854c651bd0786f1546c814ee47552fd781b3a6609b14e3a7dab2c,SG161_4a_6b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG161_4a_6b_resweep,UFO-MGen MP20 per-space-group specialist (SG161_4a_6b_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG161_4a_6b_resweep.pt,2201495,fa410e84d84654145b35433ca2bb08f293a6d28d405a43e10cdd4d49dac1e9d9,SG161_4a_6b_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_4d_6i,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_4d_6i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG164_1a_1b_4d_6i.pt,2201943,6a856d3352ad7d2ee8385c9b392a29fc04bc09ad2652215a60912604ef567508,SG164_1a_1b_4d_6i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_4d_6i_resweep,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_4d_6i_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG164_1a_1b_4d_6i_resweep.pt,2202007,3cf8f2dd94d76ce6cc6268d1531676fd066dcc76bba01120fdec0078052856c1,SG164_1a_1b_4d_6i_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_4d,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_4d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG164_1a_1b_4d.pt,2199319,d131fe5feafae56367e7d3a097165eb53ab59b7cb7bd4b79511dfe14ccd25ace,SG164_1a_1b_4d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_4d_resweep,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_4d_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG164_1a_1b_4d_resweep.pt,2199447,d2d7af8df31008b8e20624ff7f1e5fbe6ea7cebe311bba281f1b480ca4a8186e,SG164_1a_1b_4d_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_6d_6i,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_6d_6i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG164_1a_1b_6d_6i.pt,2202967,60aef6caebb8c199b0f8f720a16812ecc57e92b219497ce9949186702948c200,SG164_1a_1b_6d_6i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_1b_6d_6i_resweep,UFO-MGen MP20 per-space-group specialist (SG164_1a_1b_6d_6i_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG164_1a_1b_6d_6i_resweep.pt,2203031,db678916bc8d6e5e9297638df3b338c374063f505c3aa59c6110baab4e908296,SG164_1a_1b_6d_6i_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_2d,UFO-MGen MP20 per-space-group specialist (SG164_1a_2d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG164_1a_2d.pt,2197271,d6d6de21553d93420ffe5c0e0b92365a0ef711b7b00d62cb9911d70b7370d04d,SG164_1a_2d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_2d_resweep,UFO-MGen MP20 per-space-group specialist (SG164_1a_2d_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG164_1a_2d_resweep.pt,2197399,e87836bdce7f664cbeb37dea550bd3d06958abacdf262f7548df29fb195ba8d9,SG164_1a_2d_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_4d,UFO-MGen MP20 per-space-group specialist (SG164_1a_4d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG164_1a_4d.pt,2198295,44eb66406d6926455cf4fe03e6b56e7b9a9e1ae0f753207f105d73ac03b9c7a1,SG164_1a_4d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG164_1a_4d_resweep,UFO-MGen MP20 per-space-group specialist (SG164_1a_4d_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG164_1a_4d_resweep.pt,2198423,af5039de4d7f5c48e7c09f25bc5443f746490871c5ec792a9f709fc38467914f,SG164_1a_4d_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
